26,3554,this,DT,by,IN,same,JJ
597,3554,this,DT,(,:,was,VBD
686,3554,this,DT,at,IN,time,NN
1059,3554,this,DT,for,IN,with,IN
2032,3554,this,DT,.,.,line,NN
2231,3554,this,DT,of,IN,minister,NN
2401,3554,this,DT,to,TO,force,NN
2621,3554,this,DT,in,IN,market,NN
2704,3554,this,DT,``,``,was,VBD
2898,3554,this,DT,against,NNP,untoward,NN
2991,3554,this,DT,all,DT,was,VBD
3369,3554,this,DT,",",",",means,VBZ
